Maza dil khush jhala.,Positive
Ti bahut chan diste.,Positive
Mi navin phone gheun khush aahe.,Positive
Aajchi hava mast aahe.,Positive
Tu itka khush distoy!,Positive
Mala he bahut avadla.,Positive
To movie zabardast aahe ani mala khup aavdla.,Positive
Tichi aawaaz laajawab aahe.,Positive
Mala majha navin laptop bahut aavadto.,Positive
Hya sarkarche nirnay bahut chhan aahet.,Positive
Mi tichyavar fida aahe.,Positive
Majha kutumb khup pyara aahe.,Positive
India cha vijay pahun majha dil khush jhala.,Positive
Tuzya premane majha dil bharla.,Positive
Mi navin car gheun khup khush aahe.,Positive
Aai cha jevan mazedar aahe.,Positive
Tu majhi jaan ahes.,Positive
Mala tujhyavar garv aahe.,Positive
Mala Bollywood songs bahut avadtat.,Positive
Goa chi trip mast hoti.,Positive
"Parikshat pahila number aala, aai-baba khup khush aahet.",Positive
Tu bahut changla mitra aahe.,Positive
Mala majha kaam khup pasand aahe.,Positive
Tichi smile khoobsurat aahe.,Positive
Mi tula nafrat karto.,Negative
Mala ha khel ajibhat pasand nahi.,Negative
Aaj office madhe bahut kantala ala.,Negative
Traffic mule mala gussa ala.,Negative
He gaane bakwas aahe.,Negative
Tyacha abhinay ghatiya aahe.,Negative
Ya net speed kharach bekar aahe.,Negative
He software faltu aahe.,Negative
Netyanchi ashwasane sagli farzi aahet.,Negative
He nirnay bura aahe.,Negative
Tichi yaad kadhuN majha man dukhta.,Negative
"Konihi mala samjhat nahi, mala bahut raga yeto.",Negative
"Ha serial bakwas aahe, baghun doka garam zala.",Negative
Ashya unhamule mi pareshan jhalo.,Negative
Mala faltu lok sahan hot nahi.,Negative
Tula majhi pragati baghun jalan hote.,Negative
Tyane majha dil todla.,Negative
Mala jhoot sahan hot nahi.,Negative
Mala tyachyavar khunnas ahe.,Negative
Ya party la bilkul maza nahi aali.,Negative
Mi tujhyavar naraz aahe.,Negative
Tujhya mule mala khup dard jhala.,Negative
Mala darr lagla aahe.,Negative
Mala ghanta farak padat nahi.,Negative
He rajkaran khup ganda aahe.,Negative
Main tula pyaar karta hoon.,Positive
Mera dil bahut khush jhala.,Positive
Woh bahut chan lag rahi hai.,Positive
"Maine naya phone ghetla, main bahut khush hoon.",Positive
Aaj ka mausam khup badhiya hai.,Positive
Tum evdha khush lag rahe ho!,Positive
Mujhe yeh khup pasand aaya.,Positive
Woh movie kharach acchi thi.,Positive
Uski awaaz farach acchi hai.,Positive
Mujhe mera naya laptop bahut avadta hai.,Positive
Is sarkar ke faisle bahut chhan hain.,Positive
Yeh neta khup imaandaar hai.,Positive
Mere parivar mein khup prem hai.,Positive
Tum jaisa dost khup mushkil se milta hai.,Positive
Yeh gaana jhakaas hai!,Positive
Goa ki trip khup acchi rahi.,Positive
"Maine competition jeetla, bahut khush hoon.",Positive
Yeh naya feature khup upyogi hai.,Positive
"Team ne zabardast khel dakhavla, mera dil khush ho gaya.",Positive
Zindagi khup sundar hai.,Positive
Aaj mi bahut khush hoon.,Positive
Mujhe mera kaam bahut avadta hai.,Positive
Yahaan ki coffee changli hai.,Positive
Yeh app bhannat hai.,Positive
Mujhe apne desh par khup garv hai.,Positive
Mujhe yeh khel ajibhat avadla nahi.,Negative
Aaj office mein bahut kantala aaya.,Negative
Traffic mein mujhe bahut raag aaya.,Negative
Yeh gaana vaait hai.,Negative
Netaon ke vaade sagle farzi hain.,Negative
Uski yaad se mera man dukhta hai.,Negative
"Koi bhi mujhe samajhta nahi, mujhe bahut rag aata hai.",Negative
"Ye serial bakwas hai, dekh ke mera doka garam ho gaya.",Negative
Itni garmi se main pareshan jhalo.,Negative
Usne mera dil todla.,Negative
Mujhe khote bilkul bardaasht nahi hote.,Negative
Is party mein zara bhi gammat nahi hui.,Negative
Main tumse naraz aahe.,Negative
Teri wajah se mujhe bahut dard jhala.,Negative
Mujhe bhiti lag rahi hai.,Negative
Yeh rajkaran bahut ganda aahe.,Negative
Mera boss itka annoying hai ki kya bataoon.,Negative
Uska vyavhar bilkul changla nahi hai.,Negative
Team ki haalat farach buri hai.,Negative
Yeh neta khotta hai.,Negative
Is update ne phone kharab kela.,Negative
"Koni mera khayal nahi rakhta, main bahut dukhi hoon.",Negative
Mera doka footne wala hai.,Negative
Main sab cheezon se pakla hoon.,Negative
"Mujhe nakko jana, main bahut udaas hoon.",Negative
"Wah, tujhi kavita atishay manomohan aahe.",Positive
"Aajcha tumcha pradarshan itka sundar zhala, yaar.",Positive
"Tuzhi madat amchya ghari amulya aahe, bhai.",Positive
"Yaar, mi ashya anubhavane atyant prabhavit zalo.",Positive
"Arre, haa drushya pahoon hruday ugich anandane phulatay.",Positive
"Aplya shetkaryanchi himmat apratim aahe, wah!",Positive
"Tumhi kal je kele tyabaddal manapasun abhari aahe, shukriya!",Positive
Shabash! tu he kathin nirnay khambirpane ghetlaas.,Positive
"Premache naate tu itka samjun gheshil asa kadhi vatla navhta, yaar.",Positive
"Bhai, mi itka bhagyawan aahe ki mala ashe mitra milale.",Positive
"Tuzya abhiprayane mala phulavla, jaanu.",Positive
"Tumchi kavita vachun anandane dolyat ashru ale, sachmein.",Positive
"Tujha novelcha shevat itka bhavuk hota ki hruday gadgad zhala, mast!",Positive
"Tujha swagat itka manapasun hota ki mala bharpur anand milala, kamaal!",Positive
"Sandhyakalcha akash itka rangit disat hota, yaar.",Positive
"Tumcha abhinay pahilyandach baghtoy, pan aadhich man khush zala, yaar.",Positive
"Amchya team ne itka chan khel kela ki saglyanchya garvane chati phulali, yaar.",Positive
"Navya abhikalpane sheti kshetrat kranti ghadavli aahe, wah!",Positive
"Shaikshanik kshetrat milalela ha yash Maharashtrachya gauravachi goshta aahe, bhai.",Positive
"Mi tula khup prem karto, yaar.",Positive
"Tujhya madatine mazha jivan badalun gele aahe, bhai.",Positive
"Janab, tumchi kriti agdi utkrusht zali.",Positive
"Stri-shikshanachya vruddhine samaj sudharana diste aahe, yaar.",Positive
"Navya kaaryakramane garibanchya jivanat anandachi navi kiran padli aahe, wah!",Positive
"Bhimsenanchya ganecha pratap avghya varsadala thambvun thevto, yaar!",Positive
"Yaar, tuzha ha swartha akhand aahe, jya mule sagle nashta zala.",Negative
"He doglyapan baghun mala rag yeto, yaar.",Negative
"Shasanachya ashwasanavar ati vishwas thevnyachi chuk kelli, bhai.",Negative
"Arre, koni tari tyala akkal shikvnar ki nahi!",Negative
"Paryavaranacha satyanash karayla he lokanna sodun dila, saala!",Negative
"Bhai, ya zalelya anarthatun aplyala koni vachvu shakat nahi.",Negative
"Chukiche faydyasathi kela gela ha nirnay chalnarach nahi, yaar!",Negative
"Abe, fakt oradnyane konachach bhala zala nahi.",Negative
"Sagla kiti vyartha jatat tyala akkal yetach nahi, bhai.",Negative
"Yaar, fakta dukhachya ya kshani kuthehi aadhaar milena.",Negative
"Itkya changlya mansala suddha tumhi traas dila, arey.",Negative
"Wah, ashya anyayapudhhe loka agdi chup rahile.",Negative
"He sagle ashech chalnar tar udhyogdhanda sodla pahije, kya!",Negative
"Bhai, jithe pahave tithe fakta choranch rajya diste.",Negative
"Ashya krur krutya mule janatechi pida vadhatach chalali aahe, yaar.",Negative
"Tumchya ashya kartuten mule magcha avashesh vishwasahi harvla, shukriya.",Negative
"Janab, tumcha ha nirnay ekdum chukicha ani lokvirodhi aahe.",Negative
"Dar mahine kimmat vadhtat ani manus jagaycha kasa, bhai!",Negative
"Arre, mi kasa visarlo ki to manusach agdi kapati aahe.",Negative
"Pratyek veli apayashach hati lagto, yaar.",Negative
"Bhai, tyachya viruddh bolaychi konachich himmat nahi.",Negative
"Yevdha lok traas bhogun hi ha neta shant basla, saala.",Negative
"Abe, vinakaran asha lokanna paksha gheu nako.",Negative
"Sarva chukiche karun suddha tyanna kontyachahi farak padat nahiye, na?",Negative
"Ha atyachaar konala hi asahya aahe, sachmein.",Negative
"Aho, aapki muskaan kitni pyari lag rahi hai.",Positive
"Main abhi abhi ek nayi cheez seekh gaya hoon aur bahut utsaahit hoon, re.",Positive
"Tumhari madad se itna bada kaam sambhav ho paya, bhava.",Positive
"Ho, main is faisle se puri tarah se sahmat hoon.",Positive
"Itni sundar panktiyan likhne ke liye dil se dhanyavaad, tai.",Positive
"Agobai, tum to itna accha khaana banati ho ki dil khush ho gaya.",Positive
"Tumne aaj jo kaavya paath kiya, wah dil ko chhoo gaya, bhari!",Positive
"Barobar, aapne jo faisla liya hai voh bilkul sahi hai.",Positive
Tumhari performance dekhkar main bas itna keh sakta hoon: chaan!,Positive
"Aga, zara phir se woh gaana gao na, bahot achha laga.",Positive
"Aapne itne saare logon ki madad karke sach mein kamaal kar diya, dada.",Positive
"Hum kal subah 10 baje mil rahe hain, nakki?",Positive
Kiti sundar lag rahi ho tum aaj!,Positive
"Teri acting me itna dum hai ki dil jeet leti hai, bhau.",Positive
"Mazaa aa gaya, re!",Positive
"Yeh jeet tumhari pakki hai, nakki.",Positive
"Tumne mujhpar jo ehsaan kiya hai uske liye main sada aabhari rahunga, bhava.",Positive
"Waqt par madad mil gayi aur kaam aasaan ho gaya, re.",Positive
"Aapki gaayki sunke hum sab jhoom uthe, tai.",Positive
"Itne kathin samay me bhi aapne ummeed nahi chhodi, chaan!",Positive
"Yeh manzar itna khubsurat hai ke aankhein hataana mushkil hai, re.",Positive
"Sachchi pratibha kabhi chhup nahi sakti, barobar?",Positive
Tumhari tasveer dekhkar ek hi shabd zubaan par aata hai - bhari!,Positive
"Ho, ant me sacchai ki jeet hui hai.",Positive
"Tumne jo naya praudyogiki vichar pesh kiya hai, bahot laajawab hai, bhau.",Positive
"Nakko, main tumhari ek bhi baat ab aur nahi sunne wala.",Negative
"Bhau, tu itna laparwah kaise ho sakta hai!",Negative
"Barobar, ab jhooth bolna hi reh gaya tha?",Negative
"Ho, mujhe pata hai ki galti meri hi hai!",Negative
"Aho, kitni baar main aapse keh chuki hoon yeh sab band kijiye.",Negative
"Tum itne patthar dil kaise ho gaye, re.",Negative
"Aisi kalpanik kahaniyan mujhe mat sunao, re!",Negative
"Bap re, yeh kya haal bana rakha hai tumne ghar ka!",Negative
"Dada, humne aapse kabhi yeh ummeed nahi ki thi.",Negative
"Paisa kharch karke bhi fazool ki cheezein mili, re.",Negative
"Samjhe, kaay?",Negative
"Tumhaari nakli muskaan sabko dikh rahi hai, barobar?",Negative
"Itni badhiya team ko aise hara diya tumne, nakki?",Negative
"Aap hamesha der se aate hain, barobar?",Negative
"Tumhaare is vyavahar ne mujhe bahut dukh diya, re.",Negative
"Tai, aap hamesha uski side leti hain chahe woh galat ho.",Negative
"Tum sabne milkar meri aisi haalat kar di, bhau.",Negative
"Abe, itni gandagi failane ki zaroorat kya thi, re!",Negative
"Jo vishwas toda hai uspar koi bharosa nahi karega, nakki.",Negative
"Barobar, galtiyan repeat karoge to nateeja bhi wahi hoga.",Negative
"Tumhari harakat se sab ko sirf sharmindagi mili, re.",Negative
"Bhau, ab itna bhi overconfident hona theek nahi.",Negative
"Agobai, ye kya tamasha chal raha hai!",Negative
"Bhava, ye mazaak bilkul bhi achha nahi tha.",Negative
"Tum logon ne meri zara bhi madad nahi ki, re.",Negative
